Entity;Week;Day;Flights;Flights (7-day moving average);Day 2019;Flights 2019 (Reference);% vs 2019 (Daily);% vs 2019 (7-day Moving Average);Day Previous Year;Flights Previous Year
Air Europa;42;2021-10-20;125;129;2019-10-23;280;-55,36%;-53,62%;2020-10-21;88
Air Europa;42;2021-10-21;116;129,6;2019-10-24;271;-57,20%;-53,13%;2020-10-22;92
Air Europa;42;2021-10-22;144;130,1;2019-10-25;285;-49,47%;-52,90%;2020-10-23;94
Air Europa;42;2021-10-23;129;130,3;2019-10-26;258;-50,00%;-52,52%;2020-10-24;87
Air Europa;42;2021-10-24;153;129,7;2019-10-27;260;-41,15%;-52,11%;2020-10-25;104
Air Europa;43;2021-10-25;128;129,9;2019-10-28;252;-49,21%;-51,26%;2020-10-26;93
Air Europa;43;2021-10-26;108;129;2019-10-29;240;-55,00%;-51,08%;2020-10-27;55
Air Europa;43;2021-10-27;126;129,1;2019-10-30;254;-50,39%;-50,33%;2020-10-28;93
Air Europa;43;2021-10-28;114;128,9;2019-10-31;251;-54,58%;-49,89%;2020-10-29;92
Air Europa;43;2021-10-29;133;127,3;2019-11-01;257;-48,25%;-49,72%;2020-10-30;99
Air Europa;43;2021-10-30;130;127,4;2019-11-02;242;-46,28%;-49,20%;2020-10-31;89
Air Europa;43;2021-10-31;148;126,7;2019-11-03;260;-43,08%;-49,49%;2020-11-01;98
Air Europa;44;2021-11-01;128;126,7;2019-11-04;257;-50,19%;-49,63%;2020-11-02;93
Air Europa;44;2021-11-02;111;127,1;2019-11-05;241;-53,94%;-49,49%;2020-11-03;41
Air Europa;44;2021-11-03;127;127,3;2019-11-06;245;-48,16%;-49,17%;2020-11-04;74
Air Europa;44;2021-11-04;112;127;2019-11-07;243;-53,91%;-49,05%;2020-11-05;68
Air Europa;44;2021-11-05;141;128,1;2019-11-08;252;-44,05%;-48,45%;2020-11-06;80
Air Europa;44;2021-11-06;127;127,7;2019-11-09;236;-46,19%;-48,44%;2020-11-07;67
Air Europa;44;2021-11-07;151;128,1;2019-11-10;243;-37,86%;-47,76%;2020-11-08;81
Air Europa;45;2021-11-08;119;126,9;2019-11-11;253;-52,96%;-48,16%;2020-11-09;71
Air Europa;45;2021-11-09;112;127;2019-11-12;246;-54,47%;-48,25%;2020-11-10;30
Air Europa;45;2021-11-10;130;127,4;2019-11-13;255;-49,02%;-48,38%;2020-11-11;54
Air Europa;45;2021-11-11;109;127;2019-11-14;241;-54,77%;-48,49%;2020-11-12;47
Air Europa;45;2021-11-12;141;127;2019-11-15;249;-43,37%;-48,40%;2020-11-13;72
Air Europa;45;2021-11-13;119;125,9;2019-11-16;238;-50,00%;-48,93%;2020-11-14;55
Air Europa;45;2021-11-14;148;125,4;2019-11-17;246;-39,84%;-49,19%;2020-11-15;57
Air Europa;46;2021-11-15;120;125,6;2019-11-18;248;-51,61%;-48,98%;2020-11-16;63
Air Europa;46;2021-11-16;111;125,4;2019-11-19;252;-55,95%;-49,22%;2020-11-17;24
Air Europa;46;2021-11-17;126;124,9;2019-11-20;245;-48,57%;-49,16%;2020-11-18;48
Air Europa;46;2021-11-18;113;125,4;2019-11-21;244;-53,69%;-49,01%;2020-11-19;49
Air Europa;46;2021-11-19;140;125,3;2019-11-22;256;-45,31%;-49,28%;2020-11-20;64
Air Europa;46;2021-11-20;119;125,3;2019-11-23;244;-51,23%;-49,45%;2020-11-21;57
Air Europa;46;2021-11-21;153;126;2019-11-24;253;-39,53%;-49,37%;2020-11-22;52
Air Europa;47;2021-11-22;120;126;2019-11-25;256;-53,13%;-49,60%;2020-11-23;58
Air Europa;47;2021-11-23;113;126,3;2019-11-26;249;-54,62%;-49,40%;2020-11-24;27
Air Europa;47;2021-11-24;124;126;2019-11-27;242;-48,76%;-49,43%;2020-11-25;56
Air Europa;47;2021-11-25;110;125,6;2019-11-28;247;-55,47%;-49,69%;2020-11-26;54
Air Europa;47;2021-11-26;141;125,7;2019-11-29;256;-44,92%;-49,63%;2020-11-27;70
Air Europa;47;2021-11-27;118;125,6;2019-11-30;244;-51,64%;-49,69%;2020-11-28;58
Air Europa;47;2021-11-28;151;125,3;2019-12-01;247;-38,87%;-49,63%;2020-11-29;54
Air Europa;48;2021-11-29;131;126,9;2019-12-02;248;-47,18%;-48,76%;2020-11-30;73
Air Europa;48;2021-11-30;118;127,6;2019-12-03;248;-52,42%;-48,44%;2020-12-01;44
Air Europa;48;2021-12-01;129;128,3;2019-12-04;243;-46,91%;-48,18%;2020-12-02;78
Air Europa;48;2021-12-02;120;129,7;2019-12-05;255;-52,94%;-47,85%;2020-12-03;82
Air Europa;48;2021-12-03;151;131,1;2019-12-06;254;-40,55%;-47,21%;2020-12-04;88
Air Europa;48;2021-12-04;133;133,3;2019-12-07;240;-44,58%;-46,22%;2020-12-05;78
Air Europa;48;2021-12-05;154;133,7;2019-12-08;262;-41,22%;-46,51%;2020-12-06;88
Air Europa;49;2021-12-06;144;135,6;2019-12-09;264;-45,45%;-46,26%;2020-12-07;78
Air Europa;49;2021-12-07;129;137,1;2019-12-10;245;-47,35%;-45,55%;2020-12-08;80
Air Europa;49;2021-12-08;152;140,4;2019-12-11;247;-38,46%;-44,37%;2020-12-09;81
Air Europa;49;2021-12-09;128;141,6;2019-12-12;244;-47,54%;-43,56%;2020-12-10;87
Air Europa;49;2021-12-10;141;140,1;2019-12-13;251;-43,82%;-44,04%;2020-12-11;92
Air Europa;49;2021-12-11;136;140,6;2019-12-14;239;-43,10%;-43,84%;2020-12-12;80
Air Europa;49;2021-12-12;159;141,3;2019-12-15;249;-36,14%;-43,13%;2020-12-13;88
Air Europa;50;2021-12-13;145;141,4;2019-12-16;247;-41,30%;-42,51%;2020-12-14;89
Air Europa;50;2021-12-14;132;141,9;2019-12-17;246;-46,34%;-42,37%;2020-12-15;78
Air Europa;50;2021-12-15;134;139,3;2019-12-18;244;-45,08%;-43,31%;2020-12-16;94
Air Europa;50;2021-12-16;121;138,3;2019-12-19;248;-51,21%;-43,85%;2020-12-17;103
Air Europa;50;2021-12-17;147;139,1;2019-12-20;279;-47,31%;-44,41%;2020-12-18;95
Air Europa;50;2021-12-18;146;140,6;2019-12-21;264;-44,70%;-44,63%;2020-12-19;91
Air Europa;50;2021-12-19;167;141,7;2019-12-22;272;-38,60%;-44,89%;2020-12-20;104
Air Europa;51;2021-12-20;149;142,3;2019-12-23;266;-43,98%;-45,24%;2020-12-21;102
Air Europa;51;2021-12-21;152;145,1;2019-12-24;230;-33,91%;-43,65%;2020-12-22;96
Air Europa;51;2021-12-22;166;149,7;2019-12-25;240;-30,83%;-41,75%;2020-12-23;98
Air Europa;51;2021-12-23;157;154,9;2019-12-26;273;-42,49%;-40,57%;2020-12-24;89
Air Europa;51;2021-12-24;156;156,1;2019-12-27;270;-42,22%;-39,78%;2020-12-25;84
Air Europa;51;2021-12-25;141;155,4;2019-12-28;265;-46,79%;-40,09%;2020-12-26;85
Air Europa;51;2021-12-26;174;156,4;2019-12-29;272;-36,03%;-39,70%;2020-12-27;97
Air Europa;52;2021-12-27;153;157;2019-12-30;265;-42,26%;-39,45%;2020-12-28;93
Air Europa;52;2021-12-28;150;156,7;2019-12-31;233;-35,62%;-39,66%;2020-12-29;82
Air Europa;52;2021-12-29;159;155,7;2020-01-01;243;-34,57%;-40,14%;2020-12-30;88
Air Europa;52;2021-12-30;151;154,9;2020-01-02;271;-44,28%;-40,41%;2020-12-31;85
Air Europa;52;2021-12-31;142;152,9;2020-01-03;264;-46,21%;-40,98%;2021-01-01;71
Air Europa;52;2022-01-01;135;152;2019-01-05;251;-46,22%;-40,86%;2021-01-02;92
Air Europa;52;2022-01-02;180;152,9;2019-01-06;267;-32,58%;-40,36%;2021-01-03;105
Air Europa;1;2022-01-03;156;153,3;2019-01-07;263;-40,68%;-40,12%;2021-01-04;90
Air Europa;1;2022-01-04;143;152,3;2019-01-08;261;-45,21%;-41,43%;2021-01-05;82
Air Europa;1;2022-01-05;163;152,9;2019-01-09;268;-39,18%;-42,01%;2021-01-06;96
Air Europa;1;2022-01-06;144;151,9;2019-01-10;267;-46,07%;-42,26%;2021-01-07;95
Air Europa;1;2022-01-07;151;153,1;2019-01-11;259;-41,70%;-41,61%;2021-01-08;90
Air Europa;1;2022-01-08;149;155,1;2019-01-12;233;-36,05%;-40,26%;2021-01-09;28
Air Europa;1;2022-01-09;177;154,7;2019-01-13;253;-30,04%;-39,97%;2021-01-10;38
Air Europa;2;2022-01-10;148;153,6;2019-01-14;260;-43,08%;-40,31%;2021-01-11;70
Air Europa;2;2022-01-11;123;150,7;2019-01-15;264;-53,41%;-41,52%;2021-01-12;76
Air Europa;2;2022-01-12;134;146,6;2019-01-16;264;-49,24%;-43,00%;2021-01-13;76
Air Europa;2;2022-01-13;135;145,3;2019-01-17;265;-49,06%;-43,44%;2021-01-14;88
Air Europa;2;2022-01-14;144;144,3;2019-01-18;256;-43,75%;-43,73%;2021-01-15;80
Air Europa;2;2022-01-15;139;142,9;2019-01-19;241;-42,32%;-44,54%;2021-01-16;83
Air Europa;2;2022-01-16;158;140,1;2019-01-20;252;-37,30%;-45,56%;2021-01-17;80
Air Europa;3;2022-01-17;134;138,1;2019-01-21;255;-47,45%;-46,19%;2021-01-18;83
Air Europa;3;2022-01-18;126;138,6;2019-01-22;261;-51,72%;-45,93%;2021-01-19;47
Air Europa;3;2022-01-19;136;138,9;2019-01-23;262;-48,09%;-45,76%;2021-01-20;75
Air Europa;3;2022-01-20;129;138;2019-01-24;263;-50,95%;-46,03%;2021-01-21;81
Air Europa;3;2022-01-21;142;137,7;2019-01-25;258;-44,96%;-46,21%;2021-01-22;86
Air Europa;3;2022-01-22;132;136,7;2019-01-26;238;-44,54%;-46,51%;2021-01-23;86
Air Europa;3;2022-01-23;157;136,6;2019-01-27;256;-38,67%;-46,68%;2021-01-24;83
Air Europa;4;2022-01-24;125;135,3;2019-01-28;263;-52,47%;-47,42%;2021-01-25;80
Air Europa;4;2022-01-25;119;134,3;2019-01-29;255;-53,33%;-47,63%;2021-01-26;44
Air Europa;4;2022-01-26;135;134,1;2019-01-30;265;-49,06%;-47,78%;2021-01-27;69
Air Europa;4;2022-01-27;130;134,3;2019-01-31;261;-50,19%;-47,66%;2021-01-28;77
Air France Group;39;2021-10-01;835;775,4;2019-10-04;1282;-34,87%;-38,23%;2020-10-02;650
Air France Group;39;2021-10-02;758;769,1;2019-10-05;1045;-27,46%;-37,92%;2020-10-03;545
Air France Group;39;2021-10-03;798;767;2019-10-06;1162;-31,33%;-37,52%;2020-10-04;630
Air France Group;40;2021-10-04;808;767,9;2019-10-07;1247;-35,20%;-37,06%;2020-10-05;605
Air France Group;40;2021-10-05;706;767,6;2019-10-08;1259;-43,92%;-37,13%;2020-10-06;486
Air France Group;40;2021-10-06;692;765,6;2019-10-09;1261;-45,12%;-37,27%;2020-10-07;514
Air France Group;40;2021-10-07;741;762,6;2019-10-10;1285;-42,33%;-37,50%;2020-10-08;553
Air France Group;40;2021-10-08;833;762,3;2019-10-11;1303;-36,07%;-37,68%;2020-10-09;658
Air France Group;40;2021-10-09;725;757,6;2019-10-12;1034;-29,88%;-37,98%;2020-10-10;550
Air France Group;40;2021-10-10;795;757,1;2019-10-13;1158;-31,35%;-37,99%;2020-10-11;643
Air France Group;41;2021-10-11;803;756,4;2019-10-14;1255;-36,02%;-38,11%;2020-10-12;587
Air France Group;41;2021-10-12;734;760,4;2019-10-15;1220;-39,84%;-37,49%;2020-10-13;484
Air France Group;41;2021-10-13;702;761,9;2019-10-16;1252;-43,93%;-37,31%;2020-10-14;512
Air France Group;41;2021-10-14;782;767,7;2019-10-17;1273;-38,57%;-36,74%;2020-10-15;566
Air France Group;41;2021-10-15;852;770,4;2019-10-18;1276;-33,23%;-36,31%;2020-10-16;676
Air France Group;41;2021-10-16;746;773,4;2019-10-19;1072;-30,41%;-36,35%;2020-10-17;649
Air France Group;41;2021-10-17;813;776;2019-10-20;1178;-30,98%;-36,29%;2020-10-18;667
Air France Group;42;2021-10-18;831;780;2019-10-21;1255;-33,78%;-35,96%;2020-10-19;643
Air France Group;42;2021-10-19;751;782,4;2019-10-22;1188;-36,78%;-35,52%;2020-10-20;527
Air France Group;42;2021-10-20;729;786,3;2019-10-23;1232;-40,83%;-35,05%;2020-10-21;537
Air France Group;42;2021-10-21;809;790,1;2019-10-24;1255;-35,54%;-34,59%;2020-10-22;574
Air France Group;42;2021-10-22;932;801,6;2019-10-25;1250;-25,44%;-33,44%;2020-10-23;669
Air France Group;42;2021-10-23;828;813,3;2019-10-26;1083;-23,55%;-32,56%;2020-10-24;627
Air France Group;42;2021-10-24;885;823,6;2019-10-27;1116;-20,70%;-31,20%;2020-10-25;624
Air France Group;43;2021-10-25;906;834,3;2019-10-28;1218;-25,62%;-29,99%;2020-10-26;586
Air France Group;43;2021-10-26;806;842,1;2019-10-29;1175;-31,40%;-29,22%;2020-10-27;480
Air France Group;43;2021-10-27;804;852,9;2019-10-30;1203;-33,17%;-28,07%;2020-10-28;527
Air France Group;43;2021-10-28;839;857,1;2019-10-31;1206;-30,43%;-27,28%;2020-10-29;551
Air France Group;43;2021-10-29;940;858,3;2019-11-01;1125;-16,44%;-26,06%;2020-10-30;632
Air France Group;43;2021-10-30;833;859;2019-11-02;976;-14,65%;-25,02%;2020-10-31;534
Air France Group;43;2021-10-31;866;856,3;2019-11-03;1135;-23,70%;-25,43%;2020-11-01;647
Air France Group;44;2021-11-01;960;864;2019-11-04;1249;-23,14%;-25,05%;2020-11-02;472
Air France Group;44;2021-11-02;841;869;2019-11-05;1195;-29,62%;-24,80%;2020-11-03;293
Air France Group;44;2021-11-03;882;880,1;2019-11-06;1203;-26,68%;-23,83%;2020-11-04;318
Air France Group;44;2021-11-04;876;885,4;2019-11-07;1217;-28,02%;-23,48%;2020-11-05;297
Air France Group;44;2021-11-05;969;889,6;2019-11-08;1257;-22,91%;-24,36%;2020-11-06;416
Air France Group;44;2021-11-06;844;891,1;2019-11-09;941;-10,31%;-23,90%;2020-11-07;290
Air France Group;44;2021-11-07;940;901,7;2019-11-10;1055;-10,90%;-22,24%;2020-11-08;344
Air France Group;45;2021-11-08;922;896,3;2019-11-11;1133;-18,62%;-21,58%;2020-11-09;295
Air France Group;45;2021-11-09;818;893;2019-11-12;1196;-31,61%;-21,88%;2020-11-10;205
Air France Group;45;2021-11-10;836;886,4;2019-11-13;1174;-28,79%;-22,17%;2020-11-11;233
Air France Group;45;2021-11-11;835;880,6;2019-11-14;1173;-28,82%;-22,26%;2020-11-12;226
Air France Group;45;2021-11-12;822;859,6;2019-11-15;1201;-31,56%;-23,57%;2020-11-13;285
Air France Group;45;2021-11-13;753;846,6;2019-11-16;907;-16,98%;-24,40%;2020-11-14;222
Air France Group;45;2021-11-14;922;844;2019-11-17;1059;-12,94%;-24,67%;2020-11-15;256
Air France Group;46;2021-11-15;896;840,3;2019-11-18;1175;-23,74%;-25,40%;2020-11-16;286
Air France Group;46;2021-11-16;780;834,9;2019-11-19;1126;-30,73%;-25,22%;2020-11-17;174
Air France Group;46;2021-11-17;780;826,9;2019-11-20;1149;-32,11%;-25,70%;2020-11-18;236
Air France Group;46;2021-11-18;822;825;2019-11-21;1142;-28,02%;-25,57%;2020-11-19;198
Air France Group;46;2021-11-19;845;828,3;2019-11-22;1206;-29,93%;-25,32%;2020-11-20;280
Air France Group;46;2021-11-20;691;819,4;2019-11-23;870;-20,57%;-25,77%;2020-11-21;201
Air France Group;46;2021-11-21;810;803,4;2019-11-24;1038;-21,97%;-27,02%;2020-11-22;244
Air France Group;47;2021-11-22;821;792,7;2019-11-25;1154;-28,86%;-27,79%;2020-11-23;270
Air France Group;47;2021-11-23;764;790,4;2019-11-26;1093;-30,10%;-27,69%;2020-11-24;161
Air France Group;47;2021-11-24;765;788,3;2019-11-27;1123;-31,88%;-27,64%;2020-11-25;246
Air France Group;47;2021-11-25;793;784,1;2019-11-28;1124;-29,45%;-27,85%;2020-11-26;181
Air France Group;47;2021-11-26;832;782,3;2019-11-29;1183;-29,67%;-27,80%;2020-11-27;287
Air France Group;47;2021-11-27;665;778,6;2019-11-30;847;-21,49%;-27,93%;2020-11-28;190
Air France Group;47;2021-11-28;816;779,4;2019-12-01;1037;-21,31%;-27,84%;2020-11-29;232
Air France Group;48;2021-11-29;801;776,6;2019-12-02;1167;-31,36%;-28,23%;2020-11-30;275
Air France Group;48;2021-11-30;762;776,3;2019-12-03;1101;-30,79%;-28,33%;2020-12-01;189
Air France Group;48;2021-12-01;751;774,3;2019-12-04;1110;-32,34%;-28,39%;2020-12-02;259
Air France Group;48;2021-12-02;807;776,3;2019-12-05;828;-2,54%;-25,29%;2020-12-03;194
Air France Group;48;2021-12-03;827;775,6;2019-12-06;991;-16,55%;-23,33%;2020-12-04;288
Air France Group;48;2021-12-04;673;776,7;2019-12-07;858;-21,56%;-23,34%;2020-12-05;203
Air France Group;48;2021-12-05;810;775,9;2019-12-08;1037;-21,89%;-23,42%;2020-12-06;241
Air France Group;49;2021-12-06;813;777,6;2019-12-09;1168;-30,39%;-23,26%;2020-12-07;280
Air France Group;49;2021-12-07;758;777;2019-12-10;929;-18,41%;-21,41%;2020-12-08;188
Air France Group;49;2021-12-08;748;776,6;2019-12-11;1142;-34,50%;-21,82%;2020-12-09;267
Air France Group;49;2021-12-09;784;773,3;2019-12-12;1119;-29,94%;-25,28%;2020-12-10;197
Air France Group;49;2021-12-10;820;772,3;2019-12-13;1182;-30,63%;-27,29%;2020-12-11;296
Air France Group;49;2021-12-11;656;769,9;2019-12-14;869;-24,51%;-27,63%;2020-12-12;224
Air France Group;49;2021-12-12;800;768,4;2019-12-15;1053;-24,03%;-27,91%;2020-12-13;258
Air France Group;50;2021-12-13;810;768;2019-12-16;1199;-32,44%;-28,25%;2020-12-14;380
Air France Group;50;2021-12-14;764;768,9;2019-12-17;1093;-30,10%;-29,71%;2020-12-15;337
Air France Group;50;2021-12-15;763;771;2019-12-18;1212;-37,05%;-30,15%;2020-12-16;390
Air France Group;50;2021-12-16;867;782,9;2019-12-19;1184;-26,77%;-29,67%;2020-12-17;392
Air France Group;50;2021-12-17;959;802,7;2019-12-20;1283;-25,25%;-28,81%;2020-12-18;619
Air France Group;50;2021-12-18;879;834,6;2019-12-21;1047;-16,05%;-27,62%;2020-12-19;582
Air France Group;50;2021-12-19;935;853,9;2019-12-22;1094;-14,53%;-26,32%;2020-12-20;631
Air France Group;51;2021-12-20;847;859,1;2019-12-23;1101;-23,07%;-24,96%;2020-12-21;562
Air France Group;51;2021-12-21;755;857,9;2019-12-24;1000;-24,50%;-24,19%;2020-12-22;505
Air France Group;51;2021-12-22;811;864,7;2019-12-25;949;-14,54%;-20,96%;2020-12-23;581
Air France Group;51;2021-12-23;908;870,6;2019-12-26;1076;-15,61%;-19,28%;2020-12-24;485
Air France Group;51;2021-12-24;740;839,3;2019-12-27;1104;-32,97%;-20,30%;2020-12-25;419
Air France Group;51;2021-12-25;702;814;2019-12-28;998;-29,66%;-22,18%;2020-12-26;572
Air France Group;51;2021-12-26;947;815,7;2019-12-29;1058;-10,49%;-21,63%;2020-12-27;644
Air France Group;52;2021-12-27;869;818,9;2019-12-30;1071;-18,86%;-21,00%;2020-12-28;534
Air France Group;52;2021-12-28;779;822,3;2019-12-31;927;-15,97%;-19,87%;2020-12-29;489
Air France Group;52;2021-12-29;791;819,4;2020-01-01;966;-18,12%;-20,33%;2020-12-30;507
Air France Group;52;2021-12-30;862;812,9;2020-01-02;1070;-19,44%;-20,91%;2020-12-31;389
Air France Group;52;2021-12-31;720;810;2020-01-03;1125;-36,00%;-21,41%;2021-01-01;420
Air France Group;52;2022-01-01;752;817,1;2019-01-05;991;-24,12%;-20,64%;2021-01-02;616
Air France Group;52;2022-01-02;995;824;2019-01-06;1124;-11,48%;-20,70%;2021-01-03;698
Air France Group;1;2022-01-03;899;828,3;2019-01-07;1205;-25,39%;-21,73%;2021-01-04;622
Air France Group;1;2022-01-04;762;825,9;2019-01-08;1164;-34,54%;-24,38%;2021-01-05;493
Air France Group;1;2022-01-05;725;816,4;2019-01-09;1153;-37,12%;-27,03%;2021-01-06;460
Air France Group;1;2022-01-06;724;796,7;2019-01-10;1150;-37,04%;-29,51%;2021-01-07;451
Air France Group;1;2022-01-07;728;797,9;2019-01-11;1174;-37,99%;-29,85%;2021-01-08;522
Air France Group;1;2022-01-08;680;787,6;2019-01-12;873;-22,11%;-29,71%;2021-01-09;407
Air France Group;1;2022-01-09;734;750,3;2019-01-13;1025;-28,39%;-32,18%;2021-01-10;520
Air France Group;2;2022-01-10;743;728;2019-01-14;1191;-37,62%;-34,08%;2021-01-11;489
Air France Group;2;2022-01-11;652;712,3;2019-01-15;1124;-41,99%;-35,16%;2021-01-12;415
Air France Group;2;2022-01-12;658;702,7;2019-01-16;1133;-41,92%;-35,87%;2021-01-13;403
Air France Group;2;2022-01-13;655;692,9;2019-01-17;1143;-42,69%;-36,71%;2021-01-14;406
Air France Group;2;2022-01-14;683;686,4;2019-01-18;1226;-44,29%;-37,72%;2021-01-15;507
Air France Group;2;2022-01-15;603;675,4;2019-01-19;844;-28,55%;-38,49%;2021-01-16;386
Air France Group;2;2022-01-16;666;665,7;2019-01-20;999;-33,33%;-39,16%;2021-01-17;492
Air France Group;3;2022-01-17;716;661,9;2019-01-21;1188;-39,73%;-39,49%;2021-01-18;460
Air France Group;3;2022-01-18;590;653;2019-01-22;1051;-43,86%;-39,73%;2021-01-19;381
Air France Group;3;2022-01-19;611;646,3;2019-01-23;1130;-45,93%;-40,32%;2021-01-20;370
Air France Group;3;2022-01-20;635;643,4;2019-01-24;1153;-44,93%;-40,67%;2021-01-21;412
Air France Group;3;2022-01-21;709;647,1;2019-01-25;1197;-40,77%;-40,10%;2021-01-22;484
Air France Group;3;2022-01-22;579;643,7;2019-01-26;874;-33,75%;-40,65%;2021-01-23;374
Air France Group;3;2022-01-23;698;648,3;2019-01-27;1040;-32,88%;-40,55%;2021-01-24;487
Air France Group;4;2022-01-24;663;640,7;2019-01-28;1183;-43,96%;-41,20%;2021-01-25;457
Air France Group;4;2022-01-25;553;635,4;2019-01-29;1101;-49,77%;-42,07%;2021-01-26;375
Air France Group;4;2022-01-26;589;632,3;2019-01-30;1078;-45,36%;-41,96%;2021-01-27;385
Air France Group;4;2022-01-27;593;626,3;2019-01-31;1169;-49,27%;-42,63%;2021-01-28;374
ASL Airlines Belgium;39;2021-10-01;108;82;2019-10-04;91;18,68%;9,96%;2020-10-02;94
ASL Airlines Belgium;39;2021-10-02;23;81,6;2019-10-05;19;21,05%;9,18%;2020-10-03;18
ASL Airlines Belgium;39;2021-10-03;25;82,4;2019-10-06;24;4,17%;8,87%;2020-10-04;18
ASL Airlines Belgium;40;2021-10-04;90;82,6;2019-10-07;85;5,88%;10,52%;2020-10-05;79
ASL Airlines Belgium;40;2021-10-05;110;82,9;2019-10-08;103;6,80%;11,54%;2020-10-06;101
ASL Airlines Belgium;40;2021-10-06;115;83,7;2019-10-09;98;17,35%;14,01%;2020-10-07;102
ASL Airlines Belgium;40;2021-10-07;113;83,4;2019-10-10;103;9,71%;11,66%;2020-10-08;100
ASL Airlines Belgium;40;2021-10-08;101;82,4;2019-10-11;103;-1,94%;7,85%;2020-10-09;94
ASL Airlines Belgium;40;2021-10-09;20;82;2019-10-12;17;17,65%;7,69%;2020-10-10;20
ASL Airlines Belgium;40;2021-10-10;20;81,3;2019-10-13;19;5,26%;7,77%;2020-10-11;20
ASL Airlines Belgium;41;2021-10-11;86;80,7;2019-10-14;84;2,38%;7,21%;2020-10-12;76
ASL Airlines Belgium;41;2021-10-12;110;80,7;2019-10-15;102;7,84%;7,41%;2020-10-13;104
ASL Airlines Belgium;41;2021-10-13;112;80,3;2019-10-16;104;7,69%;5,64%;2020-10-14;106
ASL Airlines Belgium;41;2021-10-14;118;81;2019-10-17;110;7,27%;5,19%;2020-10-15;104
ASL Airlines Belgium;41;2021-10-15;105;81,6;2019-10-18;92;14,13%;8,14%;2020-10-16;96
ASL Airlines Belgium;41;2021-10-16;24;82,1;2019-10-19;17;41,18%;8,90%;2020-10-17;19
ASL Airlines Belgium;41;2021-10-17;18;81,9;2019-10-20;16;12,50%;9,14%;2020-10-18;19
ASL Airlines Belgium;42;2021-10-18;86;81,9;2019-10-21;77;11,69%;10,62%;2020-10-19;87
ASL Airlines Belgium;42;2021-10-19;119;83,1;2019-10-22;101;17,82%;12,57%;2020-10-20;108
ASL Airlines Belgium;42;2021-10-20;110;82,9;2019-10-23;103;6,80%;12,40%;2020-10-21;112
ASL Airlines Belgium;42;2021-10-21;109;81,6;2019-10-24;104;4,81%;11,96%;2020-10-22;111
ASL Airlines Belgium;42;2021-10-22;113;82,7;2019-10-25;91;24,18%;13,75%;2020-10-23;105
ASL Airlines Belgium;42;2021-10-23;28;83,3;2019-10-26;22;27,27%;13,42%;2020-10-24;24
ASL Airlines Belgium;42;2021-10-24;16;83;2019-10-27;11;45,45%;14,15%;2020-10-25;16
ASL Airlines Belgium;43;2021-10-25;90;83,6;2019-10-28;76;18,42%;15,16%;2020-10-26;87
ASL Airlines Belgium;43;2021-10-26;115;83;2019-10-29;103;11,65%;13,92%;2020-10-27;105
ASL Airlines Belgium;43;2021-10-27;74;77,9;2019-10-30;109;-32,11%;5,62%;2020-10-28;106
ASL Airlines Belgium;43;2021-10-28;105;77,3;2019-10-31;113;-7,08%;3,05%;2020-10-29;107
ASL Airlines Belgium;43;2021-10-29;104;76;2019-11-01;51;103,92%;9,69%;2020-10-30;102
ASL Airlines Belgium;43;2021-10-30;20;74,9;2019-11-02;13;53,85%;10,08%;2020-10-31;18
ASL Airlines Belgium;43;2021-10-31;15;74,7;2019-11-03;13;15,38%;9,41%;2020-11-01;17
ASL Airlines Belgium;44;2021-11-01;48;68,7;2019-11-04;78;-38,46%;0,21%;2020-11-02;78
ASL Airlines Belgium;44;2021-11-02;106;67,4;2019-11-05;101;4,95%;-1,26%;2020-11-03;113
ASL Airlines Belgium;44;2021-11-03;105;71,9;2019-11-06;104;0,96%;6,34%;2020-11-04;109
ASL Airlines Belgium;44;2021-11-04;108;72,3;2019-11-07;102;5,88%;9,52%;2020-11-05;103
ASL Airlines Belgium;44;2021-11-05;97;71,3;2019-11-08;101;-3,96%;-2,54%;2020-11-06;96
ASL Airlines Belgium;44;2021-11-06;17;70,9;2019-11-09;13;30,77%;-3,13%;2020-11-07;18
ASL Airlines Belgium;44;2021-11-07;16;71;2019-11-10;12;33,33%;-2,74%;2020-11-08;18
ASL Airlines Belgium;45;2021-11-08;90;77;2019-11-11;62;45,16%;8,89%;2020-11-09;90
ASL Airlines Belgium;45;2021-11-09;107;77,1;2019-11-12;106;0,94%;8,00%;2020-11-10;108
ASL Airlines Belgium;45;2021-11-10;108;77,6;2019-11-13;106;1,89%;8,17%;2020-11-11;95
ASL Airlines Belgium;45;2021-11-11;102;76,7;2019-11-14;105;-2,86%;6,34%;2020-11-12;105
ASL Airlines Belgium;45;2021-11-12;102;77,4;2019-11-15;103;-0,97%;6,90%;2020-11-13;105
ASL Airlines Belgium;45;2021-11-13;16;77,3;2019-11-16;13;23,08%;6,71%;2020-11-14;16
ASL Airlines Belgium;45;2021-11-14;15;77,1;2019-11-17;15;0,00%;5,88%;2020-11-15;19
ASL Airlines Belgium;46;2021-11-15;85;76,4;2019-11-18;82;3,66%;0,94%;2020-11-16;82
ASL Airlines Belgium;46;2021-11-16;109;76,7;2019-11-19;105;3,81%;1,51%;2020-11-17;108
ASL Airlines Belgium;46;2021-11-17;105;76,3;2019-11-20;108;-2,78%;0,56%;2020-11-18;116
ASL Airlines Belgium;46;2021-11-18;109;77,3;2019-11-21;107;1,87%;1,50%;2020-11-19;114
